"id","regency_id","name","created_at","updated_at"
"1","1","Arongan Lambalek",NULL,NULL
"2","1","Bubon",NULL,NULL
"3","1","Johan Pahlawan",NULL,NULL
"4","1","Kaway XVI",NULL,NULL
"5","1","Meureubo",NULL,NULL
"6","1","Pante Ceureumen (Pantai Ceuremen)",NULL,NULL
"7","1","Panton Reu",NULL,NULL
"8","1","Samatiga",NULL,NULL
"9","1","Sungai Mas",NULL,NULL
"10","1","Woyla",NULL,NULL
"11","1","Woyla Barat",NULL,NULL
"12","1","Woyla Timur",NULL,NULL
"13","2","Babah Rot",NULL,NULL
"14","2","Blang Pidie",NULL,NULL
"15","2","Jeumpa",NULL,NULL
"16","2","Kuala Batee",NULL,NULL
"17","2","Lembah Sabil",NULL,NULL
"18","2","Manggeng",NULL,NULL
"19","2","Setia",NULL,NULL
"20","2","Susoh",NULL,NULL
"21","2","Tangan-Tangan",NULL,NULL
"22","3","Baitussalam",NULL,NULL
"23","3","Blank Bintang",NULL,NULL
"24","3","Darul Imarah",NULL,NULL
"25","3","Darul Kamal",NULL,NULL
"26","3","Darussalam",NULL,NULL
"27","3","Indrapuri",NULL,NULL
"28","3","Ingin Jaya",NULL,NULL
"29","3","Kota Cot Glie (Kuta Cot Glie)",NULL,NULL
"30","3","Kota Jantho",NULL,NULL
"31","3","Kota Malaka (Kuta Malaka)",NULL,NULL
"32","3","Krueng Barona Jaya",NULL,NULL
"33","3","Kuta Baro",NULL,NULL
"34","3","Lembah Seulawah",NULL,NULL
"35","3","Leupung",NULL,NULL
"36","3","Lhoknga (Lho'nga)",NULL,NULL
"37","3","Lhoong",NULL,NULL
"38","3","Mantasiek (Montasik)",NULL,NULL
"39","3","Mesjid Raya",NULL,NULL
"40","3","Peukan Bada",NULL,NULL
"41","3","Pulo Aceh",NULL,NULL
"42","3","Seulimeum",NULL,NULL
"43","3","Simpang Tiga",NULL,NULL
"44","3","Suka Makmur",NULL,NULL
"45","4","Darul Hikmah",NULL,NULL
"46","4","Indra Jaya",NULL,NULL
"47","4","Jaya",NULL,NULL
"48","4","Keude Panga",NULL,NULL
"49","4","Krueng Sabee",NULL,NULL
"50","4","Pasie Raya",NULL,NULL
"51","4","Sampoiniet",NULL,NULL
"52","4","Setia Bakti",NULL,NULL
"53","4","Teunom",NULL,NULL
"54","5","Bakongan",NULL,NULL
"55","5","Bakongan Timur",NULL,NULL
"56","5","Kluet Selatan",NULL,NULL
"57","5","Kluet Tengah",NULL,NULL
"58","5","Kluet Timur",NULL,NULL
"59","5","Kluet Utara",NULL,NULL
"60","5","Kota Bahagia",NULL,NULL
"61","5","Labuhan Haji",NULL,NULL
"62","5","Labuhan Haji Barat",NULL,NULL
"63","5","Labuhan Haji Timur",NULL,NULL
"64","5","Meukek",NULL,NULL
"65","5","Pasie Raja",NULL,NULL
"66","5","Sama Dua",NULL,NULL
"67","5","Sawang",NULL,NULL
"68","5","Tapak Tuan",NULL,NULL
"69","5","Trumon",NULL,NULL
"70","5","Trumon Tengah",NULL,NULL
"71","5","Trumon Timur",NULL,NULL
"72","6","Danau Paris",NULL,NULL
"73","6","Gunung Meriah (Mariah)",NULL,NULL
"74","6","Kota Baharu",NULL,NULL
"75","6","Kuala Baru",NULL,NULL
"76","6","Pulau Banyak",NULL,NULL
"77","6","Pulau Banyak Barat",NULL,NULL
"78","6","Simpang Kanan",NULL,NULL
"79","6","Singkil",NULL,NULL
"80","6","Singkil Utara",NULL,NULL
"81","6","Singkohor",NULL,NULL
"82","6","Suro Makmur",NULL,NULL
"83","7","Banda Mulia",NULL,NULL
"84","7","Bandar Pusaka",NULL,NULL
"85","7","Bendahara",NULL,NULL
"86","7","Karang Baru",NULL,NULL
"87","7","Kejuruan Muda",NULL,NULL
"88","7","Kota Kuala Simpang",NULL,NULL
"89","7","Manyak Payed",NULL,NULL
"90","7","Rantau",NULL,NULL
"91","7","Sekerak",NULL,NULL
"92","7","Seruway",NULL,NULL
"93","7","Tamiang Hulu",NULL,NULL
"94","7","Tenggulun",NULL,NULL
"95","8","Atu Lintang",NULL,NULL
"96","8","Bebesen",NULL,NULL
"97","8","Bies",NULL,NULL
"98","8","Bintang",NULL,NULL
"99","8","Celala",NULL,NULL
"100","8","Jagong Jeget",NULL,NULL
"101","8","Kebayakan",NULL,NULL
"102","8","Ketol",NULL,NULL
"103","8","Kute Panang",NULL,NULL
"104","8","Linge",NULL,NULL
"105","8","Lut Tawar",NULL,NULL
"106","8","Pegasing",NULL,NULL
"107","8","Rusip Antara",NULL,NULL
"108","8","Silih Nara",NULL,NULL
"109","9","Babul Makmur",NULL,NULL
"110","9","Babul Rahmah",NULL,NULL
"111","9","Babussalam",NULL,NULL
"112","9","Badar",NULL,NULL
"113","9","Bambel",NULL,NULL
"114","9","Bukit Tusam",NULL,NULL
"115","9","Darul Hasanah",NULL,NULL
"116","9","Deleng Pokhisen",NULL,NULL
"117","9","Ketambe",NULL,NULL
"118","9","Lawe Alas",NULL,NULL
"119","9","Lawe Bulan",NULL,NULL
"120","9","Lawe Sigala-Gala",NULL,NULL
"121","9","Lawe Sumur",NULL,NULL
"122","9","Leuser",NULL,NULL
"123","9","Semadam",NULL,NULL
"124","9","Tanah Alas",NULL,NULL
"125","10","Banda Alam",NULL,NULL
"126","10","Birem Bayeun",NULL,NULL
"127","10","Darul Aman",NULL,NULL
"128","10","Darul Falah",NULL,NULL
"129","10","Darul Iksan (Ihsan)",NULL,NULL
"130","10","Idi Rayeuk",NULL,NULL
"131","10","Idi Timur",NULL,NULL
"132","10","Idi Tunong",NULL,NULL
"133","10","Indra Makmur",NULL,NULL
"134","10","Julok",NULL,NULL
"135","10","Madat",NULL,NULL
"136","10","Nurussalam",NULL,NULL
"137","10","Pante Bidari (Beudari)",NULL,NULL
"138","10","Peudawa",NULL,NULL
"139","10","Peunaron",NULL,NULL
"140","10","Peureulak",NULL,NULL
"141","10","Peureulak Barat",NULL,NULL
"142","10","Peureulak Timur",NULL,NULL
"143","10","Rantau Selamat",NULL,NULL
"144","10","Ranto Peureulak",NULL,NULL
"145","10","Serba Jadi",NULL,NULL
"146","10","Simpang Jernih",NULL,NULL
"147","10","Simpang Ulim",NULL,NULL
"148","10","Sungai Raya",NULL,NULL
"149","11","Baktiya",NULL,NULL
"150","11","Baktiya Barat",NULL,NULL
"151","11","Banda Baro",NULL,NULL
"152","11","Cot Girek",NULL,NULL
"153","11","Dewantara",NULL,NULL
"154","11","Geuredong Pase",NULL,NULL
"155","11","Kuta Makmur",NULL,NULL
"156","11","Langkahan",NULL,NULL
"157","11","Lapang",NULL,NULL
"158","11","Lhoksukon",NULL,NULL
"159","11","Matangkuli",NULL,NULL
"160","11","Meurah Mulia",NULL,NULL
"161","11","Muara Batu",NULL,NULL
"162","11","Nibong",NULL,NULL
"163","11","Nisam",NULL,NULL
"164","11","Nisam Antara",NULL,NULL
"165","11","Paya Bakong",NULL,NULL
"166","11","Pirak Timur",NULL,NULL
"167","11","Samudera",NULL,NULL
"168","11","Sawang",NULL,NULL
"169","11","Seunuddon (Seunudon)",NULL,NULL
"170","11","Simpang Kramat (Keramat)",NULL,NULL
"171","11","Syamtalira Aron",NULL,NULL
"172","11","Syamtalira Bayu",NULL,NULL
"173","11","Tanah Jambo Aye",NULL,NULL
"174","11","Tanah Luas",NULL,NULL
"175","11","Tanah Pasir",NULL,NULL
"176","12","Ampek Nagari (IV Nagari )",NULL,NULL
"177","12","Banuhampu",NULL,NULL
"178","12","Baso",NULL,NULL
"179","12","Candung",NULL,NULL
"180","12","IV Angkat Candung (Ampek Angkek)",NULL,NULL
"181","12","IV Koto (Ampek Koto)",NULL,NULL
"182","12","Kamang Magek",NULL,NULL
"183","12","Lubuk Basung",NULL,NULL
"184","12","Malakak",NULL,NULL
"185","12","Matur",NULL,NULL
"186","12","Palembayan",NULL,NULL
"187","12","Palupuh",NULL,NULL
"188","12","Sungai Pua (Puar)",NULL,NULL
"189","12","Tanjung Mutiara",NULL,NULL
"190","12","Tanjung Raya",NULL,NULL
"191","12","Tilatang Kamang",NULL,NULL
"192","13","Alor Barat Daya",NULL,NULL
"193","13","Alor Barat Laut",NULL,NULL
"194","13","Alor Selatan",NULL,NULL
"195","13","Alor Tengah Utara",NULL,NULL
"196","13","Alor Timur",NULL,NULL
"197","13","Alor Timur Laut",NULL,NULL
"198","13","Kabola",NULL,NULL
"199","13","Lembur",NULL,NULL
"200","13","Mataru",NULL,NULL
"201","13","Pantar",NULL,NULL
"202","13","Pantar Barat",NULL,NULL
"203","13","Pantar Barat Laut",NULL,NULL
"204","13","Pantar Tengah",NULL,NULL
"205","13","Pantar Timur",NULL,NULL
"206","13","Pulau Pura",NULL,NULL
"207","13","Pureman",NULL,NULL
"208","13","Teluk Mutiara",NULL,NULL
"209","14","Baguala",NULL,NULL
"210","14","Leitimur Selatan",NULL,NULL
"211","14","Nusaniwe (Nusanive)",NULL,NULL
"212","14","Sirimau",NULL,NULL
"213","14","Teluk Ambon",NULL,NULL
"214","15","Aek Kuasan",NULL,NULL
"215","15","Aek Ledong",NULL,NULL
"216","15","Aek Songsongan",NULL,NULL
"217","15","Air Batu",NULL,NULL
"218","15","Air Joman",NULL,NULL
"219","15","Bandar Pasir Mandoge",NULL,NULL
"220","15","Bandar Pulau",NULL,NULL
"221","15","Buntu Pane",NULL,NULL
"222","15","Kisaran Barat Kota",NULL,NULL
"223","15","Kisaran Timur Kota",NULL,NULL
"224","15","Meranti",NULL,NULL
"225","15","Pulau Rakyat",NULL,NULL
"226","15","Pulo Bandring",NULL,NULL
"227","15","Rahuning",NULL,NULL
"228","15","Rawang Panca Arga",NULL,NULL
"229","15","Sei Dadap",NULL,NULL
"230","15","Sei Kepayang",NULL,NULL
"231","15","Sei Kepayang Barat",NULL,NULL
"232","15","Sei Kepayang Timur",NULL,NULL
"233","15","Setia Janji",NULL,NULL
"234","15","Silau Laut",NULL,NULL
"235","15","Simpang Empat",NULL,NULL
"236","15","Tanjung Balai",NULL,NULL
"237","15","Teluk Dalam",NULL,NULL
"238","15","Tinggi Raja",NULL,NULL
"239","16","Agats",NULL,NULL
"240","16","Akat",NULL,NULL
"241","16","Atsy / Atsj",NULL,NULL
"242","16","Ayip",NULL,NULL
"243","16","Betcbamu",NULL,NULL
"244","16","Der Koumur",NULL,NULL
"245","16","Fayit",NULL,NULL
"246","16","Jetsy",NULL,NULL
"247","16","Joerat",NULL,NULL
"248","16","Kolf Braza",NULL,NULL
"249","16","Kopay",NULL,NULL
"250","16","Pantai Kasuari",NULL,NULL
"251","16","Pulau Tiga",NULL,NULL
"252","16","Safan",NULL,NULL
"253","16","Sawa Erma",NULL,NULL
"254","16","Sirets",NULL,NULL
"255","16","Suator",NULL,NULL
"256","16","Suru-suru",NULL,NULL
"257","16","Unir Sirau",NULL,NULL
"258","17","Abiansemal",NULL,NULL
"259","17","Kuta",NULL,NULL
"260","17","Kuta Selatan",NULL,NULL
"261","17","Kuta Utara",NULL,NULL
"262","17","Mengwi",NULL,NULL
"263","17","Petang",NULL,NULL
"264","18","Awayan",NULL,NULL
"265","18","Batu Mandi",NULL,NULL
"266","18","Halong",NULL,NULL
"267","18","Juai",NULL,NULL
"268","18","Lampihong",NULL,NULL
"269","18","Paringin",NULL,NULL
"270","18","Paringin Selatan",NULL,NULL
"271","18","Tebing Tinggi",NULL,NULL
"272","19","Balikpapan Barat",NULL,NULL
"273","19","Balikpapan Kota",NULL,NULL
"274","19","Balikpapan Selatan",NULL,NULL
"275","19","Balikpapan Tengah",NULL,NULL
"276","19","Balikpapan Timur",NULL,NULL
"277","19","Balikpapan Utara",NULL,NULL
"278","20","Baiturrahman",NULL,NULL
"279","20","Banda Raya",NULL,NULL
"280","20","Jaya Baru",NULL,NULL
"281","20","Kuta Alam",NULL,NULL
"282","20","Kuta Raja",NULL,NULL
"283","20","Lueng Bata",NULL,NULL
"284","20","Meuraxa",NULL,NULL
"285","20","Syiah Kuala",NULL,NULL
"286","20","Ulee Kareng",NULL,NULL
"287","21","Bumi Waras",NULL,NULL
"288","21","Enggal",NULL,NULL
"289","21","Kedamaian",NULL,NULL
"290","21","Kedaton",NULL,NULL
"291","21","Kemiling",NULL,NULL
"292","21","Labuhan Ratu",NULL,NULL
"293","21","Langkapura",NULL,NULL
"294","21","Panjang",NULL,NULL
"295","21","Rajabasa",NULL,NULL
"296","21","Sukabumi",NULL,NULL
"297","21","Sukarame",NULL,NULL
"298","21","Tanjung Karang Barat",NULL,NULL
"299","21","Tanjung Karang Pusat",NULL,NULL
"300","21","Tanjung Karang Timur",NULL,NULL
"301","21","Tanjung Senang",NULL,NULL
"302","21","Telukbetung Barat",NULL,NULL
"303","21","Telukbetung Selatan",NULL,NULL
"304","21","Telukbetung Timur",NULL,NULL
"305","21","Telukbetung Utara",NULL,NULL
"306","21","Way Halim",NULL,NULL
"307","22","Arjasari",NULL,NULL
"308","22","Baleendah",NULL,NULL
"309","22","Banjaran",NULL,NULL
"310","22","Bojongsoang",NULL,NULL
"311","22","Cangkuang",NULL,NULL
"312","22","Cicalengka",NULL,NULL
"313","22","Cikancung",NULL,NULL
"314","22","Cilengkrang",NULL,NULL
"315","22","Cileunyi",NULL,NULL
"316","22","Cimaung",NULL,NULL
"317","22","Cimeunyan",NULL,NULL
"318","22","Ciparay",NULL,NULL
"319","22","Ciwidey",NULL,NULL
"320","22","Dayeuhkolot",NULL,NULL
"321","22","Ibun",NULL,NULL
"322","22","Katapang",NULL,NULL
"323","22","Kertasari",NULL,NULL
"324","22","Kutawaringin",NULL,NULL
"325","22","Majalaya",NULL,NULL
"326","22","Margaasih",NULL,NULL
"327","22","Margahayu",NULL,NULL
"328","22","Nagreg",NULL,NULL
"329","22","Pacet",NULL,NULL
"330","22","Pameungpeuk",NULL,NULL
"331","22","Pangalengan",NULL,NULL
"332","22","Paseh",NULL,NULL
"333","22","Pasirjambu",NULL,NULL
"334","22","Ranca Bali",NULL,NULL
"335","22","Rancaekek",NULL,NULL
"336","22","Solokan Jeruk",NULL,NULL
"337","22","Soreang",NULL,NULL
"338","23","Andir",NULL,NULL
"339","23","Antapani (Cicadas)",NULL,NULL
"340","23","Arcamanik",NULL,NULL
"341","23","Astana Anyar",NULL,NULL
"342","23","Babakan Ciparay",NULL,NULL
"343","23","Bandung Kidul",NULL,NULL
"344","23","Bandung Kulon",NULL,NULL
"345","23","Bandung Wetan",NULL,NULL
"346","23","Batununggal",NULL,NULL
"347","23","Bojongloa Kaler",NULL,NULL
"348","23","Bojongloa Kidul",NULL,NULL
"349","23","Buahbatu (Margacinta)",NULL,NULL
"350","23","Cibeunying Kaler",NULL,NULL
"351","23","Cibeunying Kidul",NULL,NULL
"352","23","Cibiru",NULL,NULL
"353","23","Cicendo",NULL,NULL
"354","23","Cidadap",NULL,NULL
"355","23","Cinambo",NULL,NULL
"356","23","Coblong",NULL,NULL
"357","23","Gedebage",NULL,NULL
"358","23","Kiaracondong",NULL,NULL
"359","23","Lengkong",NULL,NULL
"360","23","Mandalajati",NULL,NULL
"361","23","Panyileukan",NULL,NULL
"362","23","Rancasari",NULL,NULL
"363","23","Regol",NULL,NULL
"364","23","Sukajadi",NULL,NULL
"365","23","Sukasari",NULL,NULL
"366","23","Sumur Bandung",NULL,NULL
"367","23","Ujung Berung",NULL,NULL
"368","24","Batujajar",NULL,NULL
"369","24","Cihampelas",NULL,NULL
"370","24","Cikalong Wetan",NULL,NULL
"371","24","Cililin",NULL,NULL
"372","24","Cipatat",NULL,NULL
"373","24","Cipeundeuy",NULL,NULL
"374","24","Cipongkor",NULL,NULL
"375","24","Cisarua",NULL,NULL
"376","24","Gununghalu",NULL,NULL
"377","24","Lembang",NULL,NULL
"378","24","Ngamprah",NULL,NULL
"379","24","Padalarang",NULL,NULL
"380","24","Parongpong",NULL,NULL
"381","24","Rongga",NULL,NULL
"382","24","Saguling",NULL,NULL
"383","24","Sindangkerta",NULL,NULL
"384","25","Balantak",NULL,NULL
"385","25","Balantak Selatan",NULL,NULL
"386","25","Balantak Utara",NULL,NULL
"387","25","Batui",NULL,NULL
"388","25","Batui Selatan",NULL,NULL
"389","25","Bualemo (Boalemo)",NULL,NULL
"390","25","Bunta",NULL,NULL
"391","25","Kintom",NULL,NULL
"392","25","Lamala",NULL,NULL
"393","25","Lobu",NULL,NULL
"394","25","Luwuk",NULL,NULL
"395","25","Luwuk Selatan",NULL,NULL
"396","25","Luwuk Timur",NULL,NULL
"397","25","Luwuk Utara",NULL,NULL
"398","25","Mantoh",NULL,NULL
"399","25","Masama",NULL,NULL
"400","25","Moilong",NULL,NULL
"401","25","Nambo",NULL,NULL
"402","25","Nuhon",NULL,NULL
"403","25","Pagimana",NULL,NULL
"404","25","Simpang Raya",NULL,NULL
"405","25","Toili",NULL,NULL
"406","25","Toili Barat",NULL,NULL
"407","26","Banggai",NULL,NULL
"408","26","Banggai Selatan",NULL,NULL
"409","26","Banggai Tengah",NULL,NULL
"410","26","Banggai Utara",NULL,NULL
"411","26","Bangkurung",NULL,NULL
"412","26","Bokan Kepulauan",NULL,NULL
"413","26","Buko",NULL,NULL
"414","26","Buko Selatan",NULL,NULL
"415","26","Bulagi",NULL,NULL
"416","26","Bulagi Selatan",NULL,NULL
"417","26","Bulagi Utara",NULL,NULL
"418","26","Labobo (Lobangkurung)",NULL,NULL
"419","26","Liang",NULL,NULL
"420","26","Peling Tengah",NULL,NULL
"421","26","Tinangkung",NULL,NULL
"422","26","Tinangkung Selatan",NULL,NULL
"423","26","Tinangkung Utara",NULL,NULL
"424","26","Totikum (Totikung)",NULL,NULL
"425","26","Totikum Selatan",NULL,NULL
"426","27","Bakam",NULL,NULL
"427","27","Belinyu",NULL,NULL
"428","27","Mendo Barat",NULL,NULL
"429","27","Merawang",NULL,NULL
"430","27","Pemali",NULL,NULL
"431","27","Puding Besar",NULL,NULL
"432","27","Riau Silip",NULL,NULL
"433","27","Sungai Liat",NULL,NULL
"434","28","Jebus",NULL,NULL
"435","28","Kelapa",NULL,NULL
"436","28","Mentok (Muntok)",NULL,NULL
"437","28","Parittiga",NULL,NULL
"438","28","Simpang Teritip",NULL,NULL
"439","28","Tempilang",NULL,NULL
"440","29","Air Gegas",NULL,NULL
"441","29","Kepulauan Pongok",NULL,NULL
"442","29","Lepar Pongok",NULL,NULL
"443","29","Payung",NULL,NULL
"444","29","Pulau Besar",NULL,NULL
"445","29","Simpang Rimba",NULL,NULL
"446","29","Toboali",NULL,NULL
"447","29","Tukak Sadai",NULL,NULL
"448","30","Koba",NULL,NULL
"449","30","Lubuk Besar",NULL,NULL
"450","30","Namang",NULL,NULL
"451","30","Pangkalan Baru",NULL,NULL
"452","30","Simpang Katis",NULL,NULL
"453","30","Sungai Selan",NULL,NULL
"454","31","Arosbaya",NULL,NULL
"455","31","Bangkalan",NULL,NULL
"456","31","Blega",NULL,NULL
"457","31","Burneh",NULL,NULL
"458","31","Galis",NULL,NULL
"459","31","Geger",NULL,NULL
"460","31","Kamal",NULL,NULL
"461","31","Klampis",NULL,NULL
"462","31","Kokop",NULL,NULL
"463","31","Konang",NULL,NULL
"464","31","Kwanyar",NULL,NULL
"465","31","Labang",NULL,NULL
"466","31","Modung",NULL,NULL
"467","31","Sepulu",NULL,NULL
"468","31","Socah",NULL,NULL
"469","31","Tanah Merah",NULL,NULL
"470","31","Tanjungbumi",NULL,NULL
"471","31","Tragah",NULL,NULL
"472","32","Bangli",NULL,NULL
"473","32","Kintamani",NULL,NULL
"474","32","Susut",NULL,NULL
"475","32","Tembuku",NULL,NULL
"476","33","Aluh-Aluh",NULL,NULL
"477","33","Aranio",NULL,NULL
"478","33","Astambul",NULL,NULL
"479","33","Beruntung Baru",NULL,NULL
"480","33","Gambut",NULL,NULL
"481","33","Karang Intan",NULL,NULL
"482","33","Kertak Hanyar",NULL,NULL
"483","33","Martapura Barat",NULL,NULL
"484","33","Martapura Kota",NULL,NULL
"485","33","Martapura Timur",NULL,NULL
"486","33","Mataraman",NULL,NULL
"487","33","Pengaron",NULL,NULL
"488","33","Peramasan",NULL,NULL
"489","33","Sambung Makmur",NULL,NULL
"490","33","Sei/Sungai Pinang",NULL,NULL
"491","33","Sei/Sungai Tabuk",NULL,NULL
"492","33","Simpang Empat",NULL,NULL
"493","33","Tatah Makmur",NULL,NULL
"494","33","Telaga Bauntung",NULL,NULL
"495","34","Banjar",NULL,NULL
"496","34","Langensari",NULL,NULL
"497","34","Pataruman",NULL,NULL
"498","34","Purwaharja",NULL,NULL
"499","35","Banjar Baru Selatan",NULL,NULL
"500","35","Banjar Baru Utara",NULL,NULL
"501","35","Cempaka",NULL,NULL
"502","35","Landasan Ulin",NULL,NULL
"503","35","Liang Anggang",NULL,NULL
"504","36","Banjarmasin Barat",NULL,NULL
"505","36","Banjarmasin Selatan",NULL,NULL
"506","36","Banjarmasin Tengah",NULL,NULL
"507","36","Banjarmasin Timur",NULL,NULL
"508","36","Banjarmasin Utara",NULL,NULL
"509","37","Banjarmangu",NULL,NULL
"510","37","Banjarnegara",NULL,NULL
"511","37","Batur",NULL,NULL
"512","37","Bawang",NULL,NULL
"513","37","Kalibening",NULL,NULL
"514","37","Karangkobar",NULL,NULL
"515","37","Madukara",NULL,NULL
"516","37","Mandiraja",NULL,NULL
"517","37","Pagedongan",NULL,NULL
"518","37","Pagentan",NULL,NULL
"519","37","Pandanarum",NULL,NULL
"520","37","Pejawaran",NULL,NULL
"521","37","Punggelan",NULL,NULL
"522","37","Purwonegoro",NULL,NULL
"523","37","Purworejo Klampok",NULL,NULL
"524","37","Rakit",NULL,NULL
"525","37","Sigaluh",NULL,NULL
"526","37","Susukan",NULL,NULL
"527","37","Wanadadi (Wonodadi)",NULL,NULL
"528","37","Wanayasa",NULL,NULL
"529","38","Bantaeng",NULL,NULL
"530","38","Bissappu",NULL,NULL
"531","38","Eremerasa",NULL,NULL
"532","38","Gantarang Keke (Gantareng Keke)",NULL,NULL
"533","38","Pajukukang",NULL,NULL
"534","38","Sinoa",NULL,NULL
"535","38","Tompobulu",NULL,NULL
"536","38","Uluere",NULL,NULL
"537","39","Bambang Lipuro",NULL,NULL
"538","39","Banguntapan",NULL,NULL
"539","39","Bantul",NULL,NULL
"540","39","Dlingo",NULL,NULL
"541","39","Imogiri",NULL,NULL
"542","39","Jetis",NULL,NULL
"543","39","Kasihan",NULL,NULL
"544","39","Kretek",NULL,NULL
"545","39","Pajangan",NULL,NULL
"546","39","Pandak",NULL,NULL
"547","39","Piyungan",NULL,NULL
"548","39","Pleret",NULL,NULL
"549","39","Pundong",NULL,NULL
"550","39","Sanden",NULL,NULL
"551","39","Sedayu",NULL,NULL
"552","39","Sewon",NULL,NULL
"553","39","Srandakan",NULL,NULL
"554","40","Air Kumbang",NULL,NULL
"555","40","Air Salek",NULL,NULL
"556","40","Banyuasin I",NULL,NULL
"557","40","Banyuasin II",NULL,NULL
"558","40","Banyuasin III",NULL,NULL
"559","40","Betung",NULL,NULL
"560","40","Makarti Jaya",NULL,NULL
"561","40","Muara Padang",NULL,NULL
"562","40","Muara Sugihan",NULL,NULL
"563","40","Muara Telang",NULL,NULL
"564","40","Pulau Rimau",NULL,NULL
"565","40","Rambutan",NULL,NULL
"566","40","Rantau Bayur",NULL,NULL
"567","40","Sembawa",NULL,NULL
"568","40","Suak Tapeh",NULL,NULL
"569","40","Sumber Marga Telang",NULL,NULL
"570","40","Talang Kelapa",NULL,NULL
"571","40","Tanjung Lago",NULL,NULL
"572","40","Tungkal Ilir",NULL,NULL
"573","41","Ajibarang",NULL,NULL
"574","41","Banyumas",NULL,NULL
"575","41","Baturaden",NULL,NULL
"576","41","Cilongok",NULL,NULL
"577","41","Gumelar",NULL,NULL
"578","41","Jatilawang",NULL,NULL
"579","41","Kalibagor",NULL,NULL
"580","41","Karanglewas",NULL,NULL
"581","41","Kebasen",NULL,NULL
"582","41","Kedung Banteng",NULL,NULL
"583","41","Kembaran",NULL,NULL
"584","41","Kemranjen",NULL,NULL
"585","41","Lumbir",NULL,NULL
"586","41","Patikraja",NULL,NULL
"587","41","Pekuncen",NULL,NULL
"588","41","Purwojati",NULL,NULL
"589","41","Purwokerto Barat",NULL,NULL
"590","41","Purwokerto Selatan",NULL,NULL
"591","41","Purwokerto Timur",NULL,NULL
"592","41","Purwokerto Utara",NULL,NULL
"593","41","Rawalo",NULL,NULL
"594","41","Sokaraja",NULL,NULL
"595","41","Somagede",NULL,NULL
"596","41","Sumbang",NULL,NULL
"597","41","Sumpiuh",NULL,NULL
"598","41","Tambak",NULL,NULL
"599","41","Wangon",NULL,NULL
"600","42","Bangorejo",NULL,NULL
"601","42","Banyuwangi",NULL,NULL
"602","42","Cluring",NULL,NULL
"603","42","Gambiran",NULL,NULL
"604","42","Genteng",NULL,NULL
"605","42","Giri",NULL,NULL
"606","42","Glagah",NULL,NULL
"607","42","Glenmore",NULL,NULL
"608","42","Kabat",NULL,NULL
"609","42","Kalibaru",NULL,NULL
"610","42","Kalipuro",NULL,NULL
"611","42","Licin",NULL,NULL
"612","42","Muncar",NULL,NULL
"613","42","Pesanggaran",NULL,NULL
"614","42","Purwoharjo",NULL,NULL
"615","42","Rogojampi",NULL,NULL
"616","42","Sempu",NULL,NULL
"617","42","Siliragung",NULL,NULL
"618","42","Singojuruh",NULL,NULL
"619","42","Songgon",NULL,NULL
"620","42","Srono",NULL,NULL
"621","42","Tegaldlimo",NULL,NULL
"622","42","Tegalsari",NULL,NULL
"623","42","Wongsorejo",NULL,NULL
"624","43","Alalak",NULL,NULL
"625","43","Anjir Muara",NULL,NULL
"626","43","Anjir Pasar",NULL,NULL
"627","43","Bakumpai",NULL,NULL
"628","43","Barambai",NULL,NULL
"629","43","Belawang",NULL,NULL
"630","43","Cerbon",NULL,NULL
"631","43","Jejangkit",NULL,NULL
"632","43","Kuripan",NULL,NULL
"633","43","Mandastana",NULL,NULL
"634","43","Marabahan",NULL,NULL
"635","43","Mekar Sari",NULL,NULL
"636","43","Rantau Badauh",NULL,NULL
"637","43","Tabukan",NULL,NULL
"638","43","Tabunganen",NULL,NULL
"639","43","Tamban",NULL,NULL
"640","43","Wanaraya",NULL,NULL
"641","44","Dusun Hilir",NULL,NULL
"642","44","Dusun Selatan",NULL,NULL
"643","44","Dusun Utara",NULL,NULL
"644","44","Gunung Bintang Awai",NULL,NULL
"645","44","Jenamas",NULL,NULL
"646","44","Karau Kuala",NULL,NULL
"647","45","Awang",NULL,NULL
"648","45","Benua Lima",NULL,NULL
"649","45","Dusun Tengah",NULL,NULL
"650","45","Dusun Timur",NULL,NULL
"651","45","Karusen Janang",NULL,NULL
"652","45","Paju Epat",NULL,NULL
"653","45","Paku",NULL,NULL
"654","45","Patangkep Tutui",NULL,NULL
"655","45","Pematang Karau",NULL,NULL
"656","45","Raren Batuah",NULL,NULL
"657","46","Gunung Purei",NULL,NULL
"658","46","Gunung Timang",NULL,NULL
"659","46","Lahei",NULL,NULL
"660","46","Lahei Barat",NULL,NULL
"661","46","Montallat (Montalat)",NULL,NULL
"662","46","Teweh Baru",NULL,NULL
"663","46","Teweh Selatan",NULL,NULL
"664","46","Teweh Tengah",NULL,NULL
"665","46","Teweh Timur",NULL,NULL
"666","47","Balusu",NULL,NULL
"667","47","Barru",NULL,NULL
"668","47","Mallusetasi",NULL,NULL
"669","47","Pujananting",NULL,NULL
"670","47","Soppeng Riaja",NULL,NULL
"671","47","Tanete Riaja",NULL,NULL
"672","47","Tanete Rilau",NULL,NULL
"673","48","Batam Kota",NULL,NULL
"674","48","Batu Aji",NULL,NULL
"675","48","Batu Ampar",NULL,NULL
"676","48","Belakang Padang",NULL,NULL
"677","48","Bengkong",NULL,NULL
"678","48","Bulang",NULL,NULL
"679","48","Galang",NULL,NULL
